OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,DP04_0001E,DP04_0002E,DP04_0003E,DP04_0004E,DP04_0005E,DP04_0006E,DP04_0007E,DP04_0008E,DP04_0009E,DP04_0010E,DP04_0011E,DP04_0012E,DP04_0013E,DP04_0014E,DP04_0015E,DP04_0016E,DP04_0017E,DP04_0018E,DP04_0019E,DP04_0020E,DP04_0021E,DP04_0022E,DP04_0023E,DP04_0024E,DP04_0025E,DP04_0026E,DP04_0027E,DP04_0028E,DP04_0029E,DP04_0030E,DP04_0031E,DP04_0032E,DP04_0033E,DP04_0034E,DP04_0035E,DP04_0036E,DP04_0037E,DP04_0038E,DP04_0039E,DP04_0040E,DP04_0041E,DP04_0042E,DP04_0043E,DP04_0044E,DP04_0045E,DP04_0046E,DP04_0047E,DP04_0048E,DP04_0049E,DP04_0050E,DP04_0051E,DP04_0052E,DP04_0053E,DP04_0054E,DP04_0055E,DP04_0056E,DP04_0057E,DP04_0058E,DP04_0059E,DP04_0060E,DP04_0061E,DP04_0062E,DP04_0063E,DP04_0064E,DP04_0065E,DP04_0066E,DP04_0067E,DP04_0068E,DP04_0069E,DP04_0070E,DP04_0071E,DP04_0072E,DP04_0073E,DP04_0074E,DP04_0075E,DP04_0076E,DP04_0077E,DP04_0078E,DP04_0079E,DP04_0080E,DP04_0081E,DP04_0082E,DP04_0083E,DP04_0084E,DP04_0085E,DP04_0086E,DP04_0087E,DP04_0088E,DP04_0089E,DP04_0090E,DP04_0091E,DP04_0092E,DP04_0093E,DP04_0094E,DP04_0095E,DP04_0096E,DP04_0097E,DP04_0098E,DP04_0099E,DP04_0100E,DP04_0101E,DP04_0102E,DP04_0103E,DP04_0104E,DP04_0105E,DP04_0106E,DP04_0107E,DP04_0108E,DP04_0109E,DP04_0110E,DP04_0111E,DP04_0112E,DP04_0113E,DP04_0114E,DP04_0115E,DP04_0116E,DP04_0117E,DP04_0118E,DP04_0119E,DP04_0120E,DP04_0121E,DP04_0122E,DP04_0123E,DP04_0124E,DP04_0125E,DP04_0126E,DP04_0127E,DP04_0128E,DP04_0129E,DP04_0130E,DP04_0131E,DP04_0132E,DP04_0133E,DP04_0134E,DP04_0135E,DP04_0136E,DP04_0137E,DP04_0138E,DP04_0139E,DP04_0140E,DP04_0141E,DP04_0142E,DP04_0143E,GIS_ID,SHAPEAREA,SHAPELEN
131,11,001,007503,11001007503,75.03,Census Tract 75.03,G5020,S,515179,0,+38.8640724,-076.9870900,1042,905,137,3.5,6.2,1042,192,276,0,97,197,245,35,0,0,1042,0,0,12,54,40,79,203,192,82,380,1042,14,24,151,242,144,230,111,46,80,5.1,1042,14,192,313,359,133,31,905,296,609,2.67,2.89,905,137,164,218,159,85,142,905,420,294,140,51,905,466,0,412,11,0,0,0,0,16,905,0,0,44,905,874,15,16,296,0,5,27,11,37,170,30,16,371600,296,233,63,233,6,18,88,81,11,24,5,1518,63,0,30,15,6,0,12,410,233,127,24,17,18,47,0,63,19,11,6,0,6,0,21,0,556,165,113,146,116,16,0,0,1000,53,518,36,18,51,61,54,298,91,ACS_Housing_DC_CensusTract_86,0,0
132,11,001,009603,11001009603,96.03,Census Tract 96.03,G5020,S,607400,0,+38.8918285,-076.9477195,1845,1692,153,3.3,1.5,1845,106,622,16,247,209,512,133,0,0,1845,0,19,60,22,55,155,370,678,437,49,1845,22,103,327,357,393,318,135,90,100,4.8,1845,22,461,665,611,80,6,1692,506,1186,2.38,2.29,1692,212,328,363,443,199,147,1692,742,670,235,45,1692,978,65,609,21,0,0,0,0,19,1692,0,0,48,1692,1590,80,22,506,6,23,6,90,149,196,36,0,278100,506,399,107,399,0,54,75,209,0,42,19,1604,107,47,17,16,17,0,10,,399,201,73,43,8,74,0,73,35,13,6,0,0,9,10,34,1174,209,220,527,144,74,0,0,1119,12,1164,86,70,149,117,267,475,22,ACS_Housing_DC_CensusTract_87,0,0
133,11,001,007605,11001007605,76.05,Census Tract 76.05,G5020,S,453794,0,+38.8660433,-076.9752566,1840,1621,219,0,7,1840,83,373,0,116,306,271,691,0,0,1840,45,9,58,27,62,183,419,407,404,226,1840,79,13,450,574,293,136,140,64,91,4.2,1840,79,650,675,315,95,26,1621,390,1231,3.49,2.24,1621,166,301,487,304,140,223,1621,685,675,207,54,1621,824,14,714,0,0,0,0,30,39,1621,0,0,24,1621,1548,16,57,390,17,11,14,47,140,133,28,0,262200,390,296,94,296,0,23,120,101,9,43,0,1514,94,0,22,57,0,7,8,444,296,62,30,35,24,145,0,94,55,12,0,7,0,0,20,0,1231,59,133,797,167,61,14,0,1201,0,1194,141,46,92,106,66,743,37,ACS_Housing_DC_CensusTract_123,0,0
134,11,001,008001,11001008001,80.01,Census Tract 80.01,G5020,S,322795,0,+38.8961726,-076.9866524,1424,1236,188,0,22.7,1424,94,1118,34,23,85,0,70,0,0,1424,0,0,45,0,16,0,29,23,157,1154,1424,0,108,169,114,202,381,196,177,77,5.8,1424,8,190,294,787,144,1,1236,908,328,2.47,2.58,1236,130,139,441,278,62,186,1236,166,753,284,33,1236,901,10,308,8,0,0,9,0,0,1236,0,0,0,1236,1226,0,10,908,6,10,0,0,31,118,711,32,668000,908,822,86,822,6,0,32,46,201,162,375,2889,86,0,0,38,8,31,9,763,813,437,122,85,28,141,9,86,21,25,20,11,9,0,0,0,328,0,0,6,62,92,87,81,2523,0,318,25,47,87,43,59,57,10,ACS_Housing_DC_CensusTract_27,0,0
135,11,001,007903,11001007903,79.03,Census Tract 79.03,G5020,S,247945,0,+38.8964252,-076.9743021,914,785,129,0,11.4,914,78,593,34,156,39,10,4,0,0,914,19,0,38,0,0,52,24,81,322,378,914,0,39,79,183,91,176,184,72,90,5.9,914,0,116,374,354,64,6,785,512,273,2.53,2.59,785,56,116,235,133,63,182,785,154,378,211,42,785,554,6,190,28,0,0,0,0,7,785,0,6,26,785,772,13,0,512,0,0,7,0,26,174,280,25,545500,512,408,104,408,10,15,80,81,114,63,45,2079,104,7,17,61,19,0,0,485,408,172,50,53,39,94,0,98,63,7,6,0,0,0,22,6,268,21,14,115,85,26,7,0,1437,5,230,65,32,29,12,27,65,43,ACS_Housing_DC_CensusTract_26,0,0
136,11,001,006804,11001006804,68.04,Census Tract 68.04,G5020,S,1542277,477741,+38.8863842,-076.9704836,36,36,0,0,,36,0,28,4,0,0,0,4,0,0,36,0,4,0,0,0,0,0,0,0,32,36,0,0,0,4,4,24,4,0,0,5.9,36,0,0,8,28,0,0,36,36,0,3.86,,36,0,0,16,4,16,0,36,0,16,4,16,36,28,4,4,0,0,0,0,0,0,36,0,0,0,36,36,0,0,36,0,0,0,0,4,0,28,4,825000,36,32,4,32,0,0,0,0,4,4,24,3600,4,0,0,4,0,0,0,,32,8,0,16,0,8,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,ACS_Housing_DC_CensusTract_111,0,0
137,11,001,008100,11001008100,81,Census Tract 81,G5020,S,290283,0,+38.8931710,-076.9925272,1534,1451,83,0,2,1534,49,867,226,46,38,57,251,0,0,1534,0,10,69,5,38,84,20,96,98,1114,1534,39,213,203,236,117,260,171,92,203,5.1,1534,59,446,372,380,237,40,1451,819,632,2.67,1.83,1451,186,254,534,335,54,88,1451,191,895,326,39,1451,927,11,504,0,0,0,0,0,9,1451,0,0,0,1451,1436,15,0,819,0,0,0,0,35,100,400,284,863600,819,664,155,664,0,14,12,21,108,88,421,3368,155,0,19,0,66,29,41,785,664,438,96,42,16,72,0,155,67,43,24,0,0,0,21,0,591,0,0,158,192,37,91,113,1858,41,591,89,138,153,69,31,111,41,ACS_Housing_DC_CensusTract_127,0,0
138,11,001,009604,11001009604,96.04,Census Tract 96.04,G5020,S,503381,65762,+38.8931572,-076.9585043,1021,977,44,0.6,0,1021,31,829,0,24,26,107,4,0,0,1021,16,0,0,19,17,16,86,220,504,143,1021,0,31,49,204,233,269,164,71,0,5.5,1021,0,75,684,246,16,0,977,615,362,2.34,2.52,977,63,86,254,231,148,195,977,269,443,217,48,977,794,32,138,0,0,0,0,5,8,977,7,7,0,977,950,27,0,615,21,0,13,82,277,209,4,9,253500,615,495,120,495,23,92,239,81,27,33,0,1313,120,18,53,26,19,0,4,329,491,251,62,28,19,131,4,120,54,14,16,4,6,12,14,0,357,17,94,156,85,5,0,0,1170,5,357,19,27,46,63,28,174,5,ACS_Housing_DC_CensusTract_60,0,0
139,11,001,007808,11001007808,78.08,Census Tract 78.08,G5020,S,936852,7722,+38.8922212,-076.9192026,1706,1448,258,4,12.6,1706,156,865,27,58,187,243,163,0,7,1706,17,54,303,87,0,225,361,241,237,181,1706,16,48,347,582,202,198,137,94,82,4.3,1706,16,367,738,391,146,48,1448,716,732,2.81,2.88,1448,166,212,414,384,70,202,1448,534,561,313,40,1448,768,23,608,0,0,0,18,0,31,1448,0,0,33,1448,1323,99,26,716,27,12,26,161,137,326,27,0,295800,716,595,121,595,0,107,117,260,72,11,28,1576,121,12,67,41,1,0,0,351,595,299,12,76,40,168,0,111,65,23,0,23,0,0,0,10,718,181,223,111,123,80,0,0,924,14,681,137,11,29,50,167,287,51,ACS_Housing_DC_CensusTract_155,0,0
140,11,001,008200,11001008200,82,Census Tract 82,G5020,S,338424,0,+38.8918309,-077.0006040,1550,1373,177,1.3,10.5,1550,102,567,101,182,150,152,296,0,0,1550,0,0,14,0,103,24,37,70,100,1202,1550,149,148,345,195,179,145,105,129,155,4.2,1550,194,481,392,263,192,28,1373,742,631,2.04,2.23,1373,138,337,332,363,82,121,1373,354,761,191,67,1373,900,10,390,41,0,0,0,9,23,1373,0,0,9,1373,1373,0,0,742,10,7,0,0,21,162,247,295,884100,742,506,236,506,0,0,17,69,81,43,296,3439,236,22,0,33,65,0,116,1036,506,228,55,103,61,59,0,236,134,73,20,0,9,0,0,0,596,0,43,90,179,141,12,131,1961,35,596,67,148,89,82,57,153,35,ACS_Housing_DC_CensusTract_128,0,0
141,11,001,008002,11001008002,80.02,Census Tract 80.02,G5020,S,578960,0,+38.8915403,-076.9827594,1616,1489,127,0,17.1,1616,34,891,153,141,164,42,191,0,0,1616,36,27,59,17,80,119,69,114,69,1026,1616,26,71,452,180,200,316,85,160,126,4.9,1616,33,319,636,466,125,37,1489,914,575,2.34,2.06,1489,207,338,433,267,75,169,1489,279,898,277,35,1489,864,0,615,0,0,0,0,0,10,1489,5,5,15,1489,1481,8,0,914,0,0,0,0,25,173,526,190,776800,914,750,164,750,0,22,57,73,110,111,377,3007,164,0,0,65,58,25,16,729,740,389,112,90,83,66,10,164,73,16,25,0,10,0,40,0,566,37,25,112,181,44,89,78,1801,9,536,119,90,107,53,28,139,39,ACS_Housing_DC_CensusTract_133,0,0
142,11,001,009906,11001009906,99.06,Census Tract 99.06,G5020,S,252684,0,+38.8879464,-076.9359151,808,727,81,0,8.2,808,59,156,6,53,183,334,17,0,0,808,0,70,26,14,16,7,156,120,391,8,808,4,66,171,246,145,109,53,13,1,4.2,808,4,204,460,101,39,0,727,198,529,2.64,1.91,727,66,92,256,197,73,43,727,356,255,108,8,727,349,0,364,0,0,0,0,0,14,727,0,4,16,727,716,11,0,198,0,7,17,18,114,37,5,0,240100,198,169,29,169,5,12,70,77,0,5,0,1472,29,7,4,17,1,0,0,444,169,56,29,10,0,74,0,29,12,10,5,0,0,0,2,0,518,110,154,214,40,0,0,0,994,11,496,60,67,25,67,49,228,33,ACS_Housing_DC_CensusTract_11,0,0
143,11,001,007703,11001007703,77.03,Census Tract 77.03,G5020,S,1017741,1059,+38.8863224,-076.9474550,2443,2231,212,0,7.4,2443,90,640,75,408,326,463,441,0,0,2443,0,0,495,73,59,160,431,529,541,155,2443,40,264,540,435,302,476,290,43,53,4.4,2443,40,616,983,685,119,0,2231,424,1807,4.3,2.88,2231,299,231,579,593,280,249,2231,1141,725,338,27,2231,1164,16,1002,0,0,0,0,0,49,2231,0,0,130,2231,1989,176,66,424,11,11,0,0,128,241,33,0,340000,424,316,108,316,0,27,43,190,44,12,0,1817,108,51,57,0,0,0,0,253,316,88,74,72,0,82,0,108,51,0,0,57,0,0,0,0,1633,397,411,666,28,43,88,0,1005,174,1491,152,216,101,226,19,777,316,ACS_Housing_DC_CensusTract_135,0,0
144,11,001,007708,11001007708,77.08,Census Tract 77.08,G5020,S,745809,129100,+38.8871944,-076.9606349,1303,1121,182,0,10.5,1303,137,150,65,192,444,284,31,0,0,1303,0,0,124,69,69,104,195,466,178,98,1303,13,224,270,294,215,188,29,61,9,4,1303,13,399,648,188,46,9,1121,205,916,2.31,2.8,1121,72,275,305,153,253,63,1121,689,335,76,21,1121,433,0,688,0,0,0,0,0,0,1121,21,0,44,1121,1034,87,0,205,0,13,22,10,82,78,0,0,278100,205,168,37,168,0,56,0,86,9,17,0,1581,37,0,0,37,0,0,0,474,168,36,45,43,0,44,0,37,11,0,12,0,0,14,0,0,865,125,222,363,89,37,29,0,1064,51,820,39,109,90,28,27,527,96,ACS_Housing_DC_CensusTract_97,0,0
145,11,001,009904,11001009904,99.04,Census Tract 99.04,G5020,S,426198,0,+38.8851712,-076.9311353,1339,1130,209,4.4,10.3,1339,105,260,13,45,344,504,68,0,0,1339,0,84,260,120,30,272,162,244,118,49,1339,53,147,298,307,117,181,120,44,72,4.1,1339,64,389,506,275,50,55,1130,301,829,2.97,2.66,1130,63,221,410,310,65,61,1130,391,536,134,69,1130,421,8,680,6,0,0,0,0,15,1130,0,0,100,1130,1038,77,15,301,9,0,38,13,83,158,0,0,305100,301,286,15,286,0,34,48,126,71,0,7,1682,15,0,0,4,11,0,0,,275,117,57,31,12,58,11,15,4,11,0,0,0,0,0,0,817,73,356,290,32,36,30,0,988,12,774,133,94,71,61,21,394,55,ACS_Housing_DC_CensusTract_4,0,0
146,11,001,009903,11001009903,99.03,Census Tract 99.03,G5020,S,383679,0,+38.8883180,-076.9212121,764,663,101,0,0,764,153,508,0,30,18,55,0,0,0,764,0,0,243,0,26,57,65,121,110,142,764,0,0,55,42,107,290,152,40,78,6.1,764,0,73,94,499,66,32,663,509,154,3.58,2.74,663,25,7,176,259,18,178,663,100,309,211,43,663,295,16,352,0,0,0,0,0,0,663,0,0,6,663,647,0,16,509,6,0,8,5,155,287,48,0,334300,509,415,94,415,0,17,77,114,117,71,19,1999,94,9,30,26,29,0,0,431,409,167,18,22,44,158,6,88,57,9,22,0,0,0,0,6,141,24,80,25,0,0,12,0,945,13,141,0,10,30,0,17,84,13,ACS_Housing_DC_CensusTract_3,0,0
147,11,001,006600,11001006600,66,Census Tract 66,G5020,S,287216,0,+38.8877565,-076.9982739,1127,1031,96,0,3.7,1127,79,457,178,111,68,116,118,0,0,1127,15,0,12,9,27,14,16,131,17,886,1127,51,170,249,143,93,94,111,99,117,4.2,1127,101,396,225,223,148,34,1031,617,414,2.11,1.65,1031,116,208,264,84,160,199,1031,227,553,223,28,1031,717,17,287,10,0,0,0,0,0,1031,0,0,0,1031,1024,7,0,617,0,0,0,0,32,58,197,330,1036600,617,416,201,416,0,0,53,39,95,47,182,2723,201,0,0,37,19,69,76,937,416,195,72,23,20,106,0,201,88,17,37,0,19,21,19,0,382,0,0,16,229,71,22,44,1882,32,382,60,51,99,63,13,96,32,ACS_Housing_DC_CensusTract_18,0,0
148,11,001,006700,11001006700,67,Census Tract 67,G5020,S,428358,0,+38.8875984,-076.9899590,1932,1812,120,0,7.7,1932,107,1245,201,106,93,100,80,0,0,1932,9,0,44,7,9,82,110,61,7,1603,1932,55,144,292,178,154,310,273,198,328,6,1932,99,350,446,561,319,157,1812,1185,627,2.55,2.22,1812,247,283,446,351,220,265,1812,404,895,454,59,1812,1313,7,441,39,0,9,0,3,0,1812,0,0,0,1812,1792,9,11,1185,7,0,7,0,0,78,634,459,904400,1185,899,286,899,0,0,23,17,151,150,558,3434,286,7,20,28,116,62,53,758,899,461,102,95,66,175,0,286,176,40,22,7,0,0,41,0,615,8,64,89,186,62,42,164,1894,12,615,135,119,120,89,33,119,12,ACS_Housing_DC_CensusTract_19,0,0
149,11,001,006801,11001006801,68.01,Census Tract 68.01,G5020,S,244750,0,+38.8877413,-076.9801087,1100,952,148,0,7.3,1100,20,583,48,106,64,89,190,0,0,1100,73,73,25,20,9,16,42,146,95,601,1100,57,137,120,136,150,238,59,89,114,5.2,1100,57,287,268,319,142,27,952,545,407,2.53,2.45,952,129,189,339,150,73,72,952,194,605,134,19,952,575,26,335,16,0,0,0,0,0,952,12,12,34,952,938,0,14,545,8,0,0,0,8,96,386,47,661100,545,469,76,469,0,0,75,17,108,40,229,2931,76,0,40,20,16,0,0,394,469,225,36,51,4,153,0,76,56,14,0,0,0,6,0,0,384,48,24,44,94,60,73,41,1904,23,376,69,68,50,56,20,113,31,ACS_Housing_DC_CensusTract_58,0,0
150,11,001,009905,11001009905,99.05,Census Tract 99.05,G5020,S,431558,0,+38.8843295,-076.9250522,1350,1118,232,0,11.5,1350,158,394,20,80,311,331,10,46,0,1350,10,13,39,33,68,197,263,266,403,58,1350,10,94,273,317,228,185,147,22,74,4.4,1350,10,252,798,140,97,53,1118,455,663,2.71,2.31,1118,104,168,253,298,96,199,1118,513,354,168,83,1118,746,34,328,0,0,0,0,0,10,1118,0,0,46,1118,1092,26,0,455,0,0,46,66,119,203,11,10,297100,455,285,170,285,0,52,94,57,24,46,12,1469,170,11,113,36,0,0,10,338,285,152,11,11,28,83,0,170,62,36,20,11,11,18,12,0,630,127,67,344,75,0,17,0,1172,33,608,29,45,85,44,68,337,55,ACS_Housing_DC_CensusTract_10,0,0
151,11,001,006500,11001006500,65,Census Tract 65,G5020,S,504907,0,+38.8838476,-077.0033376,1476,1185,291,0,8.6,1476,163,630,120,230,26,86,221,0,0,1476,0,0,24,8,17,26,64,247,123,967,1476,108,202,290,138,86,212,169,117,154,4.5,1476,160,446,300,372,131,67,1185,598,587,2.61,2.12,1185,122,330,241,222,162,108,1185,311,654,137,83,1185,721,0,435,10,0,0,0,7,12,1185,0,0,15,1185,1168,7,10,598,0,0,0,0,43,9,317,229,925200,598,463,135,463,0,10,26,32,51,42,302,3615,135,0,0,17,68,24,26,708,454,228,73,100,8,45,9,135,107,19,0,0,0,0,9,0,587,0,0,94,170,129,57,137,2114,0,551,95,115,60,49,37,195,36,ACS_Housing_DC_CensusTract_17,0,0
152,11,001,010200,11001010200,102,Census Tract 102,G5020,S,1244365,136323,+38.8823937,-077.0230483,2422,2137,285,0,7,2422,39,366,0,46,58,0,1903,0,10,2422,613,66,179,37,48,350,941,111,16,61,2422,223,736,539,291,209,143,135,98,48,3,2422,278,1231,462,284,139,28,2137,578,1559,1.99,1.58,2137,694,548,344,265,95,191,2137,732,1128,270,7,2137,649,0,1423,34,0,0,4,0,27,2137,0,0,55,2137,2124,0,13,578,0,15,0,10,40,135,263,115,752800,578,414,164,414,0,8,49,60,52,53,192,2858,164,12,0,0,8,60,84,1007,414,126,68,69,45,106,0,164,61,47,19,20,0,8,9,0,1535,35,65,176,317,543,297,102,2161,24,1518,225,209,192,226,152,514,41,ACS_Housing_DC_CensusTract_20,0,0
153,11,001,010500,11001010500,105,Census Tract 105,G5020,S,749891,0,+38.8818529,-077.0133789,2369,2242,127,0.9,5,2369,0,437,40,28,0,0,1864,0,0,2369,0,0,429,134,93,133,930,490,76,84,2369,485,564,639,262,138,171,95,15,0,2.7,2369,710,960,363,203,103,30,2242,767,1475,1.84,1.7,2242,344,305,723,573,88,209,2242,998,1001,243,0,2242,1137,23,1013,0,0,0,0,0,69,2242,0,0,11,2242,2174,28,40,767,0,0,0,0,73,347,347,0,475500,767,618,149,618,0,0,49,112,199,107,151,2372,149,0,0,21,17,49,62,965,618,371,61,93,15,78,0,149,67,9,13,28,0,0,32,0,1461,194,65,508,497,105,79,13,1480,14,1417,256,176,173,186,225,401,58,ACS_Housing_DC_CensusTract_80,0,0
154,11,001,006900,11001006900,69,Census Tract 69,G5020,S,398513,0,+38.8836933,-076.9873112,1260,1187,73,0,0,1260,45,653,145,157,123,21,116,0,0,1260,44,0,126,11,55,137,30,57,163,637,1260,0,161,184,178,207,201,191,34,104,5,1260,0,352,396,338,151,23,1187,691,496,2.59,1.81,1187,150,245,258,346,157,31,1187,264,654,259,10,1187,749,0,401,0,0,0,0,0,37,1187,0,0,0,1187,1187,0,0,691,0,0,6,0,0,29,525,131,848500,691,613,78,613,0,0,32,25,117,88,351,3216,78,0,15,28,0,0,35,,613,355,144,64,6,44,0,78,39,0,17,9,8,0,5,0,496,81,65,36,54,36,104,120,2167,0,496,125,124,69,98,29,51,0,ACS_Housing_DC_CensusTract_40,0,0
155,11,001,006802,11001006802,68.02,Census Tract 68.02,G5020,S,280108,0,+38.8832158,-076.9814483,1079,1034,45,1.1,2.1,1079,45,723,42,48,57,85,79,0,0,1079,55,0,33,6,13,11,29,126,98,708,1079,12,87,152,153,161,188,129,77,120,5.3,1079,16,180,397,351,125,10,1034,712,322,2.57,2.24,1034,142,148,263,239,129,113,1034,128,611,246,49,1034,657,18,313,41,0,0,0,0,5,1034,0,0,6,1034,1024,10,0,712,7,0,12,4,28,80,513,68,725000,712,630,82,630,10,7,14,99,124,145,231,2710,82,0,9,11,21,36,5,800,630,422,82,49,7,70,0,82,36,22,15,9,0,0,0,0,310,0,30,34,58,69,72,47,2239,12,310,44,58,61,52,36,59,12,ACS_Housing_DC_CensusTract_22,0,0
156,11,001,009907,11001009907,99.07,Census Tract 99.07,G5020,S,466954,0,+38.8827718,-076.9388146,1227,1161,66,13.1,1.7,1227,105,403,230,222,176,78,13,0,0,1227,0,0,0,0,6,9,123,353,524,212,1227,90,121,152,210,126,225,281,14,8,4.8,1227,90,228,508,341,0,60,1161,199,962,1.66,2.43,1161,38,224,355,295,98,151,1161,631,425,97,8,1161,623,0,490,19,0,0,0,17,12,1161,0,0,69,1161,970,117,74,199,0,0,0,41,50,99,0,9,310500,199,139,60,139,0,11,50,39,7,14,18,1592,60,12,20,28,0,0,0,,139,70,12,25,0,32,0,60,20,17,0,12,0,0,11,0,910,144,504,204,58,0,0,0,782,52,828,224,200,116,66,51,171,134,ACS_Housing_DC_CensusTract_33,0,0
157,11,001,007000,11001007000,70,Census Tract 70,G5020,S,423352,0,+38.8813482,-076.9959084,1187,1007,180,0,8.8,1187,66,683,262,63,38,51,24,0,0,1187,0,0,83,145,8,65,101,20,28,737,1187,31,81,230,245,188,174,65,66,107,4.5,1187,31,299,476,303,56,22,1007,501,506,2.44,1.74,1007,143,208,263,253,87,53,1007,158,541,298,10,1007,673,20,304,0,0,0,0,0,10,1007,0,0,28,1007,1007,0,0,501,0,0,0,0,0,11,313,177,920800,501,453,48,453,0,15,9,34,67,41,287,3432,48,0,10,0,13,5,20,920,442,254,69,8,53,58,11,48,20,18,5,0,0,5,0,0,496,24,0,89,142,49,124,68,1975,10,485,163,104,44,76,40,58,21,ACS_Housing_DC_CensusTract_38,0,0
158,11,001,009901,11001009901,99.01,Census Tract 99.01,G5020,S,2102151,0,+38.8753461,-076.9553332,1067,969,98,0,0,1067,807,117,0,89,0,26,0,28,0,1067,0,0,0,0,43,12,321,306,223,162,1067,0,0,57,86,57,156,285,171,255,7.1,1067,24,47,143,494,300,59,969,820,149,2.94,2.34,969,56,90,112,165,134,412,969,98,387,274,210,969,880,24,65,0,0,0,0,0,0,969,0,0,0,969,945,0,24,820,14,0,0,0,82,335,378,11,482800,820,595,225,595,7,55,61,127,169,111,65,2141,225,0,24,91,95,15,0,585,595,286,70,59,10,170,0,216,99,11,15,0,17,9,65,9,142,0,59,28,33,15,0,7,1176,7,142,9,23,15,0,0,95,7,ACS_Housing_DC_CensusTract_116,0,0
159,11,001,007504,11001007504,75.04,Census Tract 75.04,G5020,S,796568,0,+38.8610018,-076.9794091,1387,1194,193,6.5,8.7,1387,125,221,0,264,173,416,188,0,0,1387,29,9,36,65,231,66,275,285,157,234,1387,66,142,240,394,225,126,58,54,82,4.1,1387,66,518,460,174,150,19,1194,258,936,3.1,2.31,1194,100,307,309,351,75,52,1194,670,436,48,40,1194,458,12,718,0,0,0,0,0,6,1194,47,47,0,1194,1114,44,36,258,3,0,14,11,32,147,32,19,406000,258,236,22,236,0,18,56,44,51,8,59,1875,22,0,2,9,11,0,0,550,222,137,25,0,5,55,14,22,13,0,0,0,0,0,9,0,918,258,199,406,55,0,0,0,1002,18,879,53,147,29,8,55,587,57,ACS_Housing_DC_CensusTract_107,0,0
160,11,001,007603,11001007603,76.03,Census Tract 76.03,G5020,S,1226616,0,+38.8591090,-076.9585469,2477,2231,246,0,8.7,2477,433,386,0,421,791,366,80,0,0,2477,0,25,10,0,72,212,79,701,901,477,2477,0,68,308,780,634,220,138,138,191,4.6,2477,0,720,1129,392,115,121,2231,996,1235,1.48,2.2,2231,135,289,507,812,196,292,2231,525,1406,267,33,2231,826,0,1244,19,0,0,0,9,133,2231,0,0,52,2231,2231,0,0,996,0,169,228,134,71,250,144,0,191100,996,684,312,684,0,164,269,105,92,0,54,1391,312,54,85,68,48,34,23,478,611,264,188,0,39,120,73,312,155,103,34,0,0,0,20,0,1213,24,653,338,85,36,52,25,986,22,1134,218,104,114,168,43,487,101,ACS_Housing_DC_CensusTract_124,0,0
161,11,001,007407,11001007407,74.07,Census Tract 74.07,G5020,S,604673,0,+38.8574905,-076.9850809,1540,1426,114,0,5.2,1540,23,564,34,45,218,552,104,0,0,1540,77,220,253,19,183,91,278,121,228,70,1540,0,48,256,451,262,179,252,64,28,4.6,1540,0,255,795,374,108,8,1426,567,859,2.04,2.41,1426,116,234,460,458,72,86,1426,428,824,158,16,1426,798,32,576,0,0,0,20,0,0,1426,0,0,15,1426,1393,33,0,567,0,18,18,88,139,304,0,0,311900,567,451,116,451,0,58,97,135,104,29,28,1788,116,18,48,22,28,0,0,337,451,127,86,95,32,111,0,116,66,14,18,0,0,8,10,0,847,67,175,428,110,36,31,0,1183,12,828,55,41,28,78,23,603,31,ACS_Housing_DC_CensusTract_57,0,0
162,11,001,007502,11001007502,75.02,Census Tract 75.02,G5020,S,615830,0,+38.8566329,-076.9695453,2124,1828,296,3.8,9.5,2124,174,525,14,390,147,573,297,0,4,2124,0,93,272,186,41,446,273,341,209,263,2124,57,86,438,506,509,275,93,113,47,4.5,2124,67,566,874,492,125,0,1828,330,1498,2.38,3.15,1828,267,367,420,392,175,207,1828,901,662,146,119,1828,956,18,820,0,0,0,0,0,34,1828,22,0,29,1828,1733,95,0,330,0,0,56,29,88,129,19,9,294900,330,291,39,291,0,26,103,79,11,63,9,1558,39,0,22,16,0,1,0,369,291,127,13,55,0,96,0,39,13,1,16,9,0,0,0,0,1498,486,222,512,270,0,8,0,1042,0,1469,214,175,82,172,74,752,29,ACS_Housing_DC_CensusTract_85,0,0
163,11,001,010400,11001010400,104,Census Tract 104,G5020,S,2607546,7006,+38.8512514,-077.0009048,1834,1621,213,5.4,4.3,1834,243,417,47,337,306,429,55,0,0,1834,5,0,66,10,33,178,293,569,284,396,1834,76,24,418,450,324,256,161,76,49,4.4,1834,76,561,426,556,191,24,1621,439,1182,2.77,2.93,1621,346,215,483,329,95,153,1621,810,559,182,70,1621,1090,12,492,0,0,0,0,0,27,1621,0,0,82,1621,1513,108,0,439,34,0,0,42,156,169,29,9,294600,439,330,109,330,0,65,72,47,124,12,10,1868,109,37,32,30,10,0,0,277,330,145,97,12,45,31,0,109,89,20,0,0,0,0,0,0,1172,213,347,363,214,35,0,0,1041,10,1100,136,13,81,106,156,608,82,ACS_Housing_DC_CensusTract_2,0,0
