OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,DP05_0001E,DP05_0002E,DP05_0003E,DP05_0004E,DP05_0005E,DP05_0006E,DP05_0007E,DP05_0008E,DP05_0009E,DP05_0010E,DP05_0011E,DP05_0012E,DP05_0013E,DP05_0014E,DP05_0015E,DP05_0016E,DP05_0017E,DP05_0018E,DP05_0019E,DP05_0020E,DP05_0021E,DP05_0022E,DP05_0023E,DP05_0024E,DP05_0025E,DP05_0026E,DP05_0027E,DP05_0028E,DP05_0029E,DP05_0030E,DP05_0031E,DP05_0032E,DP05_0033E,DP05_0034E,DP05_0035E,DP05_0036E,DP05_0037E,DP05_0038E,DP05_0039E,DP05_0040E,DP05_0041E,DP05_0042E,DP05_0043E,DP05_0044E,DP05_0045E,DP05_0046E,DP05_0047E,DP05_0048E,DP05_0049E,DP05_0050E,DP05_0051E,DP05_0052E,DP05_0053E,DP05_0054E,DP05_0055E,DP05_0056E,DP05_0057E,DP05_0058E,DP05_0059E,DP05_0060E,DP05_0061E,DP05_0062E,DP05_0063E,DP05_0064E,DP05_0065E,DP05_0066E,DP05_0067E,DP05_0068E,DP05_0069E,DP05_0070E,DP05_0071E,DP05_0072E,DP05_0073E,DP05_0074E,DP05_0075E,DP05_0076E,DP05_0077E,DP05_0078E,DP05_0079E,DP05_0080E,DP05_0081E,DP05_0082E,DP05_0083E,DP05_0084E,DP05_0085E,DP05_0086E,DP05_0087E,DP05_0088E,DP05_0089E,GIS_ID,SHAPEAREA,SHAPELEN
105,11,001,000201,11001000201,2.01,Census Tract 2.01,G5020,S,503312,0,+38.9092067,-077.0743257,3922,1732,2190,79.1,0,0,0,2232,1618,8,3,21,11,4,14,7,4,19.8,67,3922,3855,756,25,25,3855,1715,2140,80.1,25,25,0,,3922,3741,181,3741,2580,245,32,0,0,0,0,831,226,286,8,0,148,77,86,0,0,0,0,0,53,181,7,6,129,0,3922,2736,266,49,985,0,67,3922,438,123,69,0,246,3484,2223,238,32,831,0,0,160,0,160,0,3377,1532,1845,ACS_Demographic_DC_CensusTract_61,0,0
106,11,001,010600,11001010600,106,Census Tract 106,G5020,S,1231590,0,+38.9033120,-077.0033103,8925,4571,4354,105,302,72,202,242,891,3829,1760,762,170,405,201,51,38,31.4,766,8349,8159,8009,572,290,8159,4111,4048,101.6,290,121,169,71.6,8925,8700,225,8700,5328,2709,0,0,0,0,0,554,47,60,92,97,143,77,38,0,0,0,0,0,109,225,85,0,95,0,8925,5529,2839,0,670,0,133,8925,429,104,0,98,227,8496,4988,2709,0,554,0,20,225,24,201,4787,7867,3999,3868,ACS_Demographic_DC_CensusTract_131,0,0
107,11,001,007806,11001007806,78.06,Census Tract 78.06,G5020,S,671434,0,+38.9055926,-076.9325520,2480,1083,1397,77.5,172,102,120,97,78,463,401,270,219,156,299,79,24,39.8,444,2086,2036,1968,499,402,2036,904,1132,79.9,402,184,218,84.4,2480,2467,13,2467,74,2350,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,13,0,0,2480,87,2350,55,0,0,1,2480,1,1,0,0,0,2479,74,2350,42,0,0,0,13,0,13,1176,2006,904,1102,ACS_Demographic_DC_CensusTract_154,0,0
108,11,001,005002,11001005002,50.02,Census Tract 50.02,G5020,S,233823,0,+38.9072785,-077.0293181,5798,3090,2708,114.1,352,128,72,20,491,1958,1136,483,414,299,292,125,28,34.5,572,5246,5226,5217,573,445,5226,2801,2425,115.5,445,268,177,151.4,5798,5560,238,5560,3088,1705,27,0,0,0,0,367,11,129,26,13,28,45,115,18,18,0,0,0,355,238,100,0,70,0,5798,3326,1826,48,458,31,389,5798,957,445,57,56,399,4841,2622,1581,27,367,18,9,217,34,183,3578,4461,2248,2213,ACS_Demographic_DC_CensusTract_125,0,0
109,11,001,010700,11001010700,107,Census Tract 107,G5020,S,891588,0,+38.9039988,-077.0419809,1768,969,799,121.3,34,0,0,28,434,668,148,109,61,25,148,113,0,30.4,34,1734,1734,1666,261,261,1734,944,790,119.5,261,136,125,108.8,1768,1699,69,1699,1309,99,0,0,0,0,0,178,82,70,0,0,8,0,18,59,0,0,0,59,54,69,30,0,39,0,1768,1378,129,0,217,59,54,1768,253,17,20,30,186,1515,1140,99,0,178,59,0,39,0,39,1174,1475,833,642,ACS_Demographic_DC_CensusTract_59,0,0
110,11,001,004902,11001004902,49.02,Census Tract 49.02,G5020,S,263879,0,+38.9058867,-077.0243932,3457,1561,1896,82.3,157,166,56,81,153,1411,649,379,121,104,127,53,0,33.1,446,3078,3011,2997,224,180,3011,1346,1665,80.8,180,23,157,14.6,3457,3225,232,3225,1713,861,55,43,0,12,0,338,88,113,12,23,43,24,35,0,0,0,0,0,258,232,42,0,52,0,3457,1819,923,132,443,0,384,3457,566,140,35,0,391,2891,1525,861,55,307,0,8,135,53,82,1701,2724,1178,1546,ACS_Demographic_DC_CensusTract_69,0,0
111,11,001,004802,11001004802,48.02,Census Tract 48.02,G5020,S,286769,0,+38.9062235,-077.0189040,3587,1856,1731,107.2,133,82,54,114,268,1356,547,348,173,175,184,133,20,31.8,383,3303,3204,3184,455,337,3204,1571,1633,96.2,337,116,221,52.5,3587,3533,54,3533,1689,1549,19,0,0,0,0,263,24,202,0,12,0,12,13,0,0,0,0,0,13,54,11,0,23,11,3587,1723,1571,30,295,0,22,3587,287,112,68,15,92,3300,1451,1531,0,251,0,13,54,9,45,1902,3008,1460,1548,ACS_Demographic_DC_CensusTract_68,0,0
112,11,001,009602,11001009602,96.02,Census Tract 96.02,G5020,S,1306703,77605,+38.9035419,-076.9522863,3793,1270,2523,50.3,424,500,100,154,335,638,432,382,291,155,304,78,0,31.7,1072,2769,2721,2586,481,382,2721,936,1785,52.4,382,87,295,29.5,3793,3641,152,3641,87,3510,0,0,0,0,0,13,0,0,0,0,0,0,13,0,0,0,0,0,31,152,0,0,0,108,3793,109,3662,130,13,0,53,3793,224,20,22,0,182,3569,77,3395,0,13,0,31,53,0,53,1937,2647,872,1775,ACS_Demographic_DC_CensusTract_92,0,0
113,11,001,008802,11001008802,88.02,Census Tract 88.02,G5020,S,468578,0,+38.9039498,-076.9866786,4419,2259,2160,104.6,214,192,162,153,236,1218,541,506,195,315,340,218,129,35.2,721,3752,3698,3698,913,687,3698,1772,1926,92,687,329,358,91.9,4419,4375,44,4375,1197,3088,10,0,0,0,0,80,12,13,21,0,0,19,15,0,0,0,0,0,0,44,0,0,32,0,4419,1241,3088,10,124,12,0,4419,119,40,26,21,32,4300,1131,3035,10,80,0,0,44,0,44,2015,3549,1633,1916,ACS_Demographic_DC_CensusTract_144,0,0
114,11,001,008903,11001008903,89.03,Census Tract 89.03,G5020,S,305651,0,+38.9041579,-076.9777180,3300,1575,1725,91.3,253,223,179,107,219,883,472,537,123,95,138,33,38,31.8,762,2585,2538,2527,279,209,2538,1242,1296,95.8,209,67,142,47.2,3300,3244,56,3244,514,2564,0,0,0,0,0,44,0,0,0,0,0,0,44,0,0,0,0,0,122,56,8,0,38,0,3300,570,2582,10,82,0,122,3300,157,23,0,0,134,3143,479,2564,0,44,0,0,56,0,56,1785,2431,1211,1220,ACS_Demographic_DC_CensusTract_142,0,0
115,11,001,004701,11001004701,47.01,Census Tract 47.01,G5020,S,324657,0,+38.9041493,-077.0136510,4886,2267,2619,86.6,83,645,160,161,479,1509,662,508,43,127,323,138,48,30,938,3977,3948,3837,620,509,3948,1670,2278,73.3,509,155,354,43.8,4886,4765,121,4765,1342,2699,0,0,0,0,0,639,248,302,0,43,0,11,35,0,0,0,0,0,85,121,9,0,17,95,4886,1368,2803,95,656,0,85,4886,212,0,107,0,105,4674,1256,2660,0,620,0,17,121,0,121,2916,3577,1475,2102,ACS_Demographic_DC_CensusTract_126,0,0
116,11,001,010100,11001010100,101,Census Tract 101,G5020,S,580133,0,+38.9026943,-077.0318400,2728,1324,1404,94.3,54,16,56,5,332,884,553,263,75,151,158,99,82,35.1,126,2602,2602,2571,410,339,2602,1286,1316,97.7,339,140,199,70.4,2728,2640,88,2640,1680,356,0,0,0,0,0,474,54,105,123,11,36,10,135,0,0,0,0,0,130,88,16,0,58,0,2728,1768,372,14,532,0,144,2728,347,79,54,0,214,2381,1444,356,0,474,0,33,74,0,74,1838,2058,1008,1050,ACS_Demographic_DC_CensusTract_113,0,0
117,11,001,008904,11001008904,89.04,Census Tract 89.04,G5020,S,449343,0,+38.9009808,-076.9748514,4237,2037,2200,92.6,352,298,262,147,293,1070,615,400,250,205,253,72,20,32.7,1048,3295,3189,3153,459,345,3189,1565,1624,96.4,345,176,169,104.1,4237,4192,45,4192,322,3651,0,0,0,0,0,27,15,9,0,0,0,3,0,0,0,0,0,0,192,45,11,0,0,0,4237,333,3696,0,27,0,226,4237,417,14,13,0,390,3820,281,3476,0,18,0,0,45,34,11,2075,2848,1384,1464,ACS_Demographic_DC_CensusTract_143,0,0
118,11,001,005600,11001005600,56,Census Tract 56,G5020,S,457260,7186,+38.9002000,-077.0538118,6773,3427,3346,102.4,80,15,33,483,2252,1596,378,275,229,227,448,604,153,27.4,162,6628,6611,5383,1284,1205,6611,3337,3274,101.9,1205,644,561,114.8,6773,6579,194,6579,4955,356,15,0,0,0,0,997,373,249,49,15,110,99,102,0,0,0,0,0,256,194,92,13,38,0,6773,5121,466,41,1063,0,294,6773,935,166,178,19,572,5838,4295,332,15,997,0,61,138,33,105,3801,5270,2617,2653,ACS_Demographic_DC_CensusTract_84,0,0
119,11,001,007807,11001007807,78.07,Census Tract 78.07,G5020,S,522749,0,+38.8985783,-076.9210632,2298,930,1368,68,24,138,142,240,196,309,279,357,144,95,248,75,51,38.7,448,1955,1850,1727,424,374,1850,739,1111,66.5,374,97,277,35,2298,2249,49,2249,17,2180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,49,0,0,0,9,2298,41,2229,33,32,0,52,2298,58,0,0,0,58,2240,12,2179,0,0,0,0,49,0,49,949,1823,723,1100,ACS_Demographic_DC_CensusTract_153,0,0
120,11,001,007903,11001007903,79.03,Census Tract 79.03,G5020,S,247945,0,+38.8964252,-076.9743021,2002,932,1070,87.1,186,98,73,121,81,396,344,231,154,66,153,65,34,35.7,414,1626,1588,1524,305,252,1588,755,833,90.6,252,81,171,47.4,2002,1964,38,1964,512,1378,7,0,0,0,7,44,8,18,0,0,18,0,0,0,0,0,0,0,23,38,0,0,29,0,2002,550,1378,7,73,0,32,2002,102,9,5,0,88,1900,438,1378,7,44,0,4,29,0,29,914,1559,742,817,ACS_Demographic_DC_CensusTract_26,0,0
121,11,001,007809,11001007809,78.09,Census Tract 78.09,G5020,S,535254,0,+38.9015402,-076.9321955,3111,1427,1684,84.7,162,115,239,260,230,571,402,387,185,191,196,143,30,34.8,711,2524,2400,2335,455,369,2400,1005,1395,72,369,93,276,33.7,3111,3036,75,3036,0,3027,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,75,20,0,0,32,3111,31,3102,32,9,0,23,3111,67,43,12,0,12,3044,0,2972,0,9,0,0,63,0,63,1386,2379,996,1383,ACS_Demographic_DC_CensusTract_25,0,0
122,11,001,008410,11001008410,84.10,Census Tract 84.10,G5020,S,219939,0,+38.9015543,-076.9911234,1632,937,695,134.8,164,43,51,31,107,465,427,128,42,43,97,24,10,34.3,258,1374,1374,1340,148,131,1374,764,610,125.2,131,69,62,111.3,1632,1540,92,1540,928,528,4,0,4,0,0,77,34,0,9,0,28,6,0,0,0,0,0,0,3,92,8,10,40,0,1632,1012,560,14,141,0,29,1632,72,26,8,28,10,1560,892,528,4,77,0,3,56,0,56,698,1342,743,599,ACS_Demographic_DC_CensusTract_130,0,0
123,11,001,005800,11001005800,58,Census Tract 58,G5020,S,914536,0,+38.8978616,-077.0250305,3656,1773,1883,94.2,153,11,16,16,97,923,679,721,332,327,284,97,0,43.6,192,3464,3464,3453,522,381,3464,1671,1793,93.2,381,219,162,135.2,3656,3562,94,3562,2514,415,0,0,0,0,0,622,65,361,10,10,67,98,11,0,0,0,0,0,11,94,17,19,36,0,3656,2608,432,19,668,0,33,3656,413,107,30,9,267,3243,2165,385,0,622,0,0,71,0,71,2835,3056,1549,1507,ACS_Demographic_DC_CensusTract_169,0,0
124,11,001,004702,11001004702,47.02,Census Tract 47.02,G5020,S,326350,0,+38.9008608,-077.0136117,3600,1739,1861,93.4,88,27,25,52,194,1544,610,444,213,65,136,121,81,34.3,175,3439,3425,3395,378,338,3425,1618,1807,89.5,338,182,156,116.7,3600,3439,161,3439,2065,922,24,0,0,0,0,263,36,97,24,0,41,0,65,0,0,0,0,0,165,161,44,7,50,8,3600,2218,993,39,338,33,165,3600,353,154,24,13,162,3247,1882,922,19,259,0,4,161,0,161,2100,3072,1470,1602,ACS_Demographic_DC_CensusTract_103,0,0
125,11,001,010800,11001010800,108,Census Tract 108,G5020,S,661580,0,+38.8973521,-077.0446120,6460,2819,3641,77.4,12,12,0,3275,2449,259,165,58,97,73,29,7,24,20,62,6436,6398,2148,133,60,6398,2806,3592,78.1,60,30,30,100,6460,6226,234,6226,4627,663,66,35,0,0,0,794,184,377,18,13,106,25,71,7,7,0,0,0,69,234,38,13,138,4,6460,4843,716,91,937,7,105,6460,690,89,64,31,506,5770,4107,618,47,780,7,2,209,24,185,1108,5522,2394,3128,ACS_Demographic_DC_CensusTract_146,0,0
126,11,001,007803,11001007803,78.03,Census Tract 78.03,G5020,S,986684,3755,+38.8962674,-076.9407751,4354,2123,2231,95.2,512,165,150,350,437,641,617,443,323,279,258,149,30,33.3,1046,3456,3308,3055,677,437,3308,1659,1649,100.6,437,192,245,78.4,4354,4237,117,4237,152,3822,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,253,117,70,0,0,9,4354,222,3939,9,23,0,278,4354,297,0,30,0,267,4057,122,3812,0,10,0,21,92,0,92,2161,3239,1616,1623,ACS_Demographic_DC_CensusTract_138,0,0
127,11,001,005900,11001005900,59,Census Tract 59,G5020,S,642061,0,+38.8959946,-077.0149469,2511,1320,1191,110.8,21,22,0,81,726,805,273,209,107,131,113,15,8,27.6,43,2468,2468,2333,245,136,2468,1308,1160,112.8,136,54,82,65.9,2511,2414,97,2414,1453,563,0,0,0,0,0,325,74,144,30,17,34,19,7,0,0,0,0,0,73,97,51,0,38,0,2511,1550,614,0,371,0,81,2511,215,20,47,24,124,2296,1276,563,0,325,0,35,97,0,97,1483,2273,1221,1052,ACS_Demographic_DC_CensusTract_115,0,0
128,11,001,007804,11001007804,78.04,Census Tract 78.04,G5020,S,838428,5705,+38.8942107,-076.9313427,4220,2058,2162,95.2,324,342,344,344,365,733,413,294,276,194,374,170,47,30.1,1151,3183,3069,2866,652,591,3069,1361,1708,79.7,591,272,319,85.3,4220,4035,185,4035,60,3961,0,0,0,0,0,14,0,8,6,0,0,0,0,0,0,0,0,0,0,185,132,0,0,0,4220,218,4146,0,59,8,0,4220,35,0,0,0,35,4185,60,3926,0,14,0,0,185,0,185,1508,3050,1361,1689,ACS_Demographic_DC_CensusTract_139,0,0
129,11,001,008402,11001008402,84.02,Census Tract 84.02,G5020,S,274180,0,+38.8985960,-076.9910210,2333,1009,1324,76.2,114,28,46,40,43,856,368,237,136,123,241,63,38,35.6,217,2145,2116,2105,441,342,2116,906,1210,74.9,342,121,221,54.8,2333,2232,101,2232,1585,610,0,0,0,0,0,29,0,6,0,0,12,0,11,0,0,0,0,0,8,101,30,0,71,0,2333,1686,640,0,100,0,8,2333,159,80,28,0,51,2174,1434,610,0,29,0,0,101,0,101,1291,2062,860,1202,ACS_Demographic_DC_CensusTract_91,0,0
130,11,001,006202,11001006202,62.02,Census Tract 62.02,G5020,S,6539770,4970897,+38.8809933,-077.0363219,58,38,20,190,0,0,0,0,20,38,0,0,0,0,0,0,0,,0,58,58,58,0,0,58,38,20,190,0,0,0,,58,58,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58,0,0,0,0,0,58,0,0,0,0,0,58,58,0,0,0,0,0,0,0,0,38,58,38,20,ACS_Demographic_DC_CensusTract_96,0,0
131,11,001,008301,11001008301,83.01,Census Tract 83.01,G5020,S,303973,0,+38.8970373,-077.0008008,2601,1324,1277,103.7,231,126,54,35,172,969,357,249,96,86,188,38,0,31.9,418,2190,2183,2134,291,226,2183,1085,1098,98.8,226,104,122,85.2,2601,2560,41,2560,2199,274,0,0,0,0,0,56,10,32,0,0,0,0,14,0,0,0,0,0,31,41,0,9,9,12,2601,2228,286,21,65,0,42,2601,152,68,0,7,77,2449,2083,269,0,56,0,0,41,11,30,1412,2069,1029,1040,ACS_Demographic_DC_CensusTract_78,0,0
132,11,001,007603,11001007603,76.03,Census Tract 76.03,G5020,S,1226616,0,+38.8591090,-076.9585469,4214,1756,2458,71.4,484,179,263,165,64,685,548,611,182,223,409,248,153,39.5,1091,3209,3123,3122,985,810,3123,1198,1925,62.2,810,353,457,77.2,4214,4156,58,4156,195,3923,0,0,0,0,0,38,15,0,23,0,0,0,0,0,0,0,0,0,0,58,32,0,0,26,4214,227,3981,26,38,0,0,4214,83,0,18,0,65,4131,174,3902,0,15,0,0,40,0,40,2477,3123,1198,1925,ACS_Demographic_DC_CensusTract_124,0,0
133,11,001,007407,11001007407,74.07,Census Tract 74.07,G5020,S,604673,0,+38.8574905,-076.9850809,3234,1200,2034,59,292,236,221,249,159,654,418,326,217,171,264,19,8,32.4,922,2426,2312,2218,453,291,2312,753,1559,48.3,291,91,200,45.5,3234,3206,28,3206,80,3108,0,0,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,28,3234,80,3136,28,18,0,0,3234,70,8,0,0,62,3164,72,3046,0,18,0,0,28,0,28,1540,2239,742,1497,ACS_Demographic_DC_CensusTract_57,0,0
134,11,001,007502,11001007502,75.02,Census Tract 75.02,G5020,S,615830,0,+38.8566329,-076.9695453,5933,2673,3260,82,639,394,528,669,212,697,715,639,335,351,541,153,60,31.3,1943,4058,3990,3681,878,754,3990,1762,2228,79.1,754,323,431,74.9,5933,5914,19,5914,47,5858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,0,0,0,7,5933,47,5865,19,12,0,9,5933,0,0,0,0,0,5933,47,5858,0,0,0,9,19,0,19,2124,3978,1750,2228,ACS_Demographic_DC_CensusTract_85,0,0
135,11,001,010400,11001010400,104,Census Tract 104,G5020,S,2607546,7006,+38.8512514,-077.0009048,5258,2350,2908,80.8,454,678,369,481,425,709,763,371,383,191,302,91,41,26.6,1815,3566,3443,3249,546,434,3443,1638,1805,90.7,434,233,201,115.9,5258,5233,25,5233,274,4959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,5258,299,4984,25,0,0,0,5258,108,0,0,44,64,5150,210,4915,0,0,0,0,25,0,25,1834,3443,1638,1805,ACS_Demographic_DC_CensusTract_2,0,0
136,11,001,007406,11001007406,74.06,Census Tract 74.06,G5020,S,360152,0,+38.8555543,-076.9895582,3809,1260,2549,49.4,622,370,394,490,355,733,276,338,136,19,30,29,17,20.3,1649,2357,2160,1829,83,76,2160,604,1556,38.8,76,22,54,40.7,3809,3775,34,3775,3,3397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,34,22,0,0,12,3809,25,3431,12,0,0,375,3809,296,10,0,0,286,3513,3,3397,0,0,0,79,34,0,34,1258,2056,562,1494,ACS_Demographic_DC_CensusTract_120,0,0
137,11,001,007408,11001007408,74.08,Census Tract 74.08,G5020,S,376376,0,+38.8526056,-076.9706838,3193,1682,1511,111.3,334,288,271,170,251,517,492,279,159,252,82,98,0,31.2,1014,2259,2179,2112,304,180,2179,1174,1005,116.8,180,25,155,16.1,3193,3193,0,3193,94,2924,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,3193,94,2924,72,0,0,103,3193,9,0,9,0,0,3184,94,2924,72,0,0,94,0,0,0,1310,2179,1174,1005,ACS_Demographic_DC_CensusTract_23,0,0
138,11,001,007404,11001007404,74.04,Census Tract 74.04,G5020,S,827054,0,+38.8503390,-076.9821013,4061,1999,2062,96.9,485,287,395,267,325,584,580,479,176,138,322,16,7,27.8,1356,2785,2705,2563,438,345,2705,1237,1468,84.3,345,178,167,106.6,4061,4024,37,4024,85,3669,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,262,37,9,0,0,9,4061,113,3706,28,8,0,281,4061,394,92,268,0,34,3667,85,3453,0,8,0,103,18,0,18,1413,2682,1225,1457,ACS_Demographic_DC_CensusTract_75,0,0
139,11,001,007403,11001007403,74.03,Census Tract 74.03,G5020,S,330204,0,+38.8484766,-076.9743666,2805,1218,1587,76.7,129,213,251,178,329,658,300,420,153,65,90,19,0,28.8,703,2160,2102,2020,163,109,2102,855,1247,68.6,109,41,68,60.3,2805,2805,0,2805,36,2715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,2805,36,2715,0,0,0,54,2805,41,0,41,0,0,2764,36,2674,0,0,0,54,0,0,0,1139,2057,848,1209,ACS_Demographic_DC_CensusTract_71,0,0
140,11,001,007409,11001007409,74.09,Census Tract 74.09,G5020,S,397785,0,+38.8452834,-076.9743268,4405,1698,2707,62.7,350,439,542,214,258,803,616,398,207,237,220,50,71,28.2,1429,3005,2976,2783,503,341,2976,1273,1703,74.8,341,92,249,36.9,4405,4262,143,4262,10,3965,0,0,0,0,0,44,0,0,23,0,21,0,0,0,0,0,0,0,243,143,42,0,0,101,4405,52,4108,101,44,0,243,4405,243,0,0,0,243,4162,10,3965,0,44,0,0,143,0,143,1637,2812,1163,1649,ACS_Demographic_DC_CensusTract_24,0,0
141,11,001,007304,11001007304,73.04,Census Tract 73.04,G5020,S,1240628,11466,+38.8417979,-076.9855591,4245,1627,2618,62.1,370,273,444,337,288,731,495,558,163,180,195,137,74,30.1,1354,3036,2891,2821,495,406,2891,1062,1829,58.1,406,190,216,88,4245,4224,21,4224,59,4049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,21,0,0,0,21,4245,59,4070,21,0,0,116,4245,128,0,12,0,116,4117,59,4037,0,0,0,0,21,0,21,1543,2844,1035,1809,ACS_Demographic_DC_CensusTract_82,0,0
142,11,001,009804,11001009804,98.04,Census Tract 98.04,G5020,S,518363,0,+38.8396610,-076.9978352,2787,1261,1526,82.6,210,246,188,240,201,327,447,305,285,97,143,86,12,33.9,780,2117,2007,1842,304,241,2007,811,1196,67.8,241,101,140,72.1,2787,2653,134,2653,54,2352,0,0,0,0,0,15,0,5,7,0,0,0,3,0,0,0,0,0,232,134,21,0,0,102,2787,75,2475,113,26,0,232,2787,263,173,32,13,45,2524,50,2325,0,15,0,0,134,0,134,1122,1963,792,1171,ACS_Demographic_DC_CensusTract_163,0,0
143,11,001,009803,11001009803,98.03,Census Tract 98.03,G5020,S,531060,0,+38.8358693,-077.0040833,3070,1298,1772,73.3,187,269,158,197,201,607,436,269,138,249,292,48,19,33,704,2456,2366,2224,531,359,2366,907,1459,62.2,359,182,177,102.8,3070,3047,23,3047,45,2991,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12,0,0,11,3070,57,3014,22,0,0,0,3070,13,0,0,0,13,3057,45,2978,11,0,0,0,23,0,23,1449,2353,907,1446,ACS_Demographic_DC_CensusTract_173,0,0
144,11,001,009807,11001009807,98.07,Census Tract 98.07,G5020,S,1037012,0,+38.8292038,-077.0117577,3388,1527,1861,82.1,227,273,87,140,90,573,521,367,221,322,290,240,37,41.8,635,2764,2753,2619,679,567,2753,1291,1462,88.3,567,230,337,68.2,3388,3310,78,3310,112,3198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,78,0,0,0,3388,190,3276,0,0,0,0,3388,3,0,0,0,3,3385,112,3195,0,0,0,0,78,0,78,1627,2741,1279,1462,ACS_Demographic_DC_CensusTract_171,0,0
145,11,001,009700,11001009700,97,Census Tract 97,G5020,S,403051,6711,+38.8354183,-076.9870248,3271,1593,1678,94.9,330,459,332,96,327,432,320,276,215,178,212,73,21,26.9,1135,2150,2136,2007,385,306,2136,1009,1127,89.5,306,183,123,148.8,3271,3271,0,3271,70,3191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3271,70,3191,0,0,0,10,3271,98,0,0,0,98,3173,54,3109,0,0,0,10,0,0,0,1309,2025,983,1042,ACS_Demographic_DC_CensusTract_45,0,0
146,11,001,009801,11001009801,98.01,Census Tract 98.01,G5020,S,431384,17249,+38.8328939,-076.9963306,2196,935,1261,74.1,216,223,146,182,214,382,165,228,89,50,139,123,39,26.4,674,1587,1522,1371,337,301,1522,586,936,62.6,301,56,245,22.9,2196,2165,31,2165,57,2044,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,31,0,0,0,0,2196,57,2075,22,31,0,42,2196,106,24,14,0,68,2090,35,2018,6,0,0,0,31,0,31,926,1443,520,923,ACS_Demographic_DC_CensusTract_46,0,0
147,11,001,009802,11001009802,98.02,Census Tract 98.02,G5020,S,200745,0,+38.8307312,-076.9965578,2071,978,1093,89.5,212,212,176,103,172,390,280,263,93,48,93,23,6,28.7,662,1462,1409,1282,139,122,1409,588,821,71.6,122,46,76,60.5,2071,2071,0,2071,59,1995,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,5,0,0,0,0,0,2071,59,1995,0,12,0,5,2071,62,0,10,0,52,2009,12,1985,0,12,0,0,0,0,0,864,1375,560,815,ACS_Demographic_DC_CensusTract_172,0,0
148,11,001,009810,11001009810,98.10,Census Tract 98.10,G5020,S,398419,14058,+38.8260370,-077.0037886,2828,1318,1510,87.3,274,231,176,154,346,441,394,365,108,144,108,60,27,28.4,835,2103,1993,1957,250,195,1993,918,1075,85.4,195,54,141,38.3,2828,2677,151,2677,106,2442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,151,43,0,0,80,2828,177,2593,80,28,0,129,2828,105,2,1,0,102,2723,4,2439,0,0,0,129,151,0,151,1274,1826,751,1075,ACS_Demographic_DC_CensusTract_145,0,0
149,11,001,009811,11001009811,98.11,Census Tract 98.11,G5020,S,467504,0,+38.8266511,-076.9984594,4633,1978,2655,74.5,353,404,458,386,270,836,620,367,196,351,302,79,11,29.8,1445,3265,3188,2968,592,392,3188,1276,1912,66.7,392,173,219,79,4633,4531,102,4531,42,4489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,4633,42,4591,0,102,10,0,4633,13,13,0,0,0,4620,42,4476,0,0,0,0,102,0,102,2099,3188,1276,1912,ACS_Demographic_DC_CensusTract_150,0,0
150,11,001,010900,11001010900,109,Census Tract 109,G5020,S,2380956,2935327,+38.8132364,-077.0238475,3779,1827,1952,93.6,523,371,137,285,479,809,317,293,182,130,229,12,12,25.7,1171,2679,2608,2333,346,253,2608,1174,1434,81.9,253,115,138,83.3,3779,3685,94,3685,53,3591,0,0,0,0,0,24,0,0,0,0,0,0,24,0,0,0,0,0,17,94,22,0,0,4,3779,88,3685,17,44,20,52,3779,64,30,30,4,0,3715,44,3575,0,24,0,17,55,0,55,1421,2532,1129,1403,ACS_Demographic_DC_CensusTract_1,0,0
